sku_id,location_id,location_type,units_on_hand,days_on_hand,stockout_prob,reorder_point,safety_stock
SKU-0025,ST-017,store,71,15.42,0.0,48,24
SKU-0025,ST-018,store,15,149.91,0.0,8,4
SKU-0025,ST-019,store,7,74.85,0.0,6,3
SKU-0025,ST-020,store,13,130.46,0.0,9,5
SKU-0025,ST-021,store,23,231.56,0.0,9,5
SKU-0025,ST-022,store,66,14.28,0.0,48,24
SKU-0025,ST-023,store,22,221.72,0.0,9,5
SKU-0025,ST-024,store,13,134.16,0.0,9,4
SKU-0025,ST-025,store,12,119.27,0.0,5,3
SKU-0025,ST-026,store,14,139.04,0.0,6,3
SKU-0025,ST-027,store,116,25.21,0.0,48,24
SKU-0025,ST-028,store,26,255.75,0.0,11,5
SKU-0025,ST-029,store,28,283.1,0.0,11,6
SKU-0025,ST-030,store,11,110.56,0.0,7,4
SKU-0025,ST-031,store,8,77.67,0.0,5,2
SKU-0025,ST-032,store,69,14.93,0.0,48,24
SKU-0025,ST-033,store,25,254.13,0.0,11,5
SKU-0025,ST-034,store,16,163.99,0.0,7,3
SKU-0025,ST-035,store,17,171.64,0.0,9,4
SKU-0025,ST-036,store,24,241.19,0.0,10,5
SKU-0025,ST-037,store,113,24.49,0.0,48,24
SKU-0025,ST-038,store,12,121.38,0.0,8,4
SKU-0025,ST-039,store,14,141.52,0.0,7,3
SKU-0025,ST-040,store,25,246.73,0.0,11,6
SKU-0025,ST-041,store,15,150.44,0.0,10,5
SKU-0025,ST-042,store,84,18.17,0.0,48,24
SKU-0025,ST-043,store,24,238.32,0.0,10,5
SKU-0025,ST-044,store,8,78.42,0.0,8,4
SKU-0025,ST-045,store,13,127.49,0.0,11,5
SKU-0025,ST-046,store,14,139.71,0.0,8,4
SKU-0025,ST-047,store,126,27.34,0.0,48,24
SKU-0025,ST-048,store,9,86.87,0.0,4,2
SKU-0025,ST-049,store,10,99.94,0.0,6,3
SKU-0025,ST-050,store,11,106.68,0.0,7,3
SKU-0032,DC-001,DC,56,564.04,0.0,20,10
SKU-0032,DC-002,DC,846,361.49,0.0,328,164
SKU-0032,DC-003,DC,1829,398.78,0.0,642,321
SKU-0032,DC-004,DC,965,379.91,0.0,356,178
SKU-0032,DC-005,DC,43,425.02,0.0,20,10
SKU-0032,DC-006,DC,32,318.49,0.0,20,10
SKU-0032,DC-007,DC,639,272.75,0.0,328,164
SKU-0032,DC-008,DC,1296,282.6,0.0,642,321
SKU-0032,DC-009,DC,588,231.4,0.0,356,178
SKU-0032,DC-010,DC,35,346.25,0.0,20,10
SKU-0032,ST-001,store,6,55.51,0.0,3,2
SKU-0032,ST-002,store,32,13.47,0.038,25,12
SKU-0032,ST-003,store,70,15.25,0.0,48,24
SKU-0032,ST-004,store,48,18.91,0.0,27,13
SKU-0032,ST-005,store,5,49.65,0.0,4,2
SKU-0032,ST-006,store,24,244.89,0.0,10,5
SKU-0032,ST-007,store,38,16.41,0.0,25,12
SKU-0032,ST-008,store,85,18.6,0.0,48,24
SKU-0032,ST-009,store,39,15.54,0.0,27,13
SKU-0032,ST-010,store,8,82.19,0.0,7,4
SKU-0032,ST-011,store,13,126.22,0.0,7,4
SKU-0032,ST-012,store,37,15.87,0.0,25,12
SKU-0032,ST-013,store,118,25.69,0.0,48,24
SKU-0032,ST-014,store,45,17.85,0.0,27,13
SKU-0032,ST-015,store,10,97.58,0.0,4,2
SKU-0032,ST-016,store,5,49.32,0.0,4,2
SKU-0032,ST-017,store,40,16.96,0.0,25,12
SKU-0032,ST-018,store,112,24.45,0.0,48,24
SKU-0032,ST-019,store,69,27.15,0.0,27,13
SKU-0032,ST-020,store,22,222.31,0.0,9,4
SKU-0032,ST-021,store,11,106.93,0.0,8,4
SKU-0032,ST-022,store,48,20.39,0.0,25,12
SKU-0032,ST-023,store,107,23.39,0.0,48,24
SKU-0032,ST-024,store,30,11.81,0.156,27,13
SKU-0032,ST-025,store,8,77.3,0.0,7,3
SKU-0032,ST-026,store,13,127.32,0.0,7,3
SKU-0032,ST-027,store,54,23.06,0.0,25,12
SKU-0032,ST-028,store,77,16.72,0.0,48,24
SKU-0032,ST-029,store,32,12.64,0.097,27,13
SKU-0032,ST-030,store,9,90.62,0.0,7,4
SKU-0032,ST-031,store,9,85.96,0.0,4,2
SKU-0032,ST-032,store,50,21.15,0.0,25,12
SKU-0032,ST-033,store,91,19.79,0.0,48,24
SKU-0032,ST-034,store,34,13.43,0.041,27,13
SKU-0032,ST-035,store,27,274.63,0.0,11,6
SKU-0032,ST-036,store,12,117.37,0.0,11,5
SKU-0032,ST-037,store,28,11.76,0.16,25,12
SKU-0032,ST-038,store,86,18.75,0.0,48,24
SKU-0032,ST-039,store,39,15.55,0.0,27,13
SKU-0032,ST-040,store,13,131.51,0.0,6,3
SKU-0032,ST-041,store,23,228.98,0.0,11,6
SKU-0032,ST-042,store,26,11.0,0.214,25,12
SKU-0032,ST-043,store,51,11.2,0.2,48,24
SKU-0032,ST-044,store,37,14.55,0.0,27,13
SKU-0032,ST-045,store,4,37.93,0.0,3,2
SKU-0032,ST-046,store,5,50.87,0.0,3,2
SKU-0032,ST-047,store,26,11.3,0.193,25,12
SKU-0032,ST-048,store,121,26.45,0.0,48,24
SKU-0032,ST-049,store,50,19.66,0.0,27,13
SKU-0032,ST-050,store,23,229.2,0.0,11,5
SKU-0037,DC-001,DC,4133,306.68,0.0,1887,943
SKU-0037,DC-002,DC,44,439.68,0.0,20,10
SKU-0037,DC-003,DC,4577,361.33,0.0,1773,887
SKU-0037,DC-004,DC,40,396.26,0.0,20,10
SKU-0037,DC-005,DC,46,459.3,0.0,20,10
SKU-0037,DC-006,DC,3162,234.66,0.0,1887,943
SKU-0037,DC-007,DC,54,535.46,0.0,20,10
SKU-0037,DC-008,DC,3533,278.94,0.0,1773,887
SKU-0037,DC-009,DC,35,353.59,0.0,20,10
SKU-0037,DC-010,DC,52,522.25,0.0,20,10
SKU-0037,ST-001,store,163,12.13,0.134,142,71
SKU-0037,ST-002,store,25,248.61,0.0,12,6
SKU-0037,ST-003,store,297,23.46,0.0,133,66
SKU-0037,ST-004,store,7,72.49,0.0,4,2
SKU-0037,ST-005,store,5,50.53,0.0,3,2
SKU-0037,ST-006,store,312,23.17,0.0,142,71
SKU-0037,ST-007,store,11,106.82,0.0,5,2
SKU-0037,ST-008,store,255,20.13,0.0,133,66
SKU-0037,ST-009,store,20,204.66,0.0,11,6
SKU-0037,ST-010,store,14,140.38,0.0,6,3
SKU-0037,ST-011,store,254,18.86,0.0,142,71
SKU-0037,ST-012,store,9,94.67,0.0,6,3
SKU-0037,ST-013,store,231,18.25,0.0,133,66
SKU-0037,ST-014,store,12,116.47,0.0,5,3
SKU-0037,ST-015,store,18,180.87,0.0,10,5
SKU-0037,ST-016,store,146,10.8,0.229,142,71
SKU-0037,ST-017,store,7,72.57,0.0,4,2
SKU-0037,ST-018,store,191,15.07,0.0,133,66
SKU-0037,ST-019,store,11,112.62,0.0,6,3
SKU-0037,ST-020,store,12,117.62,0.0,9,4
SKU-0037,ST-021,store,304,22.52,0.0,142,71
SKU-0037,ST-022,store,8,77.3,0.0,4,2
SKU-0037,ST-023,store,282,22.22,0.0,133,66
SKU-0037,ST-024,store,13,134.74,0.0,6,3
SKU-0037,ST-025,store,25,249.28,0.0,10,5
SKU-0037,ST-026,store,222,16.48,0.0,142,71
SKU-0037,ST-027,store,21,205.98,0.0,11,6
SKU-0037,ST-028,store,202,15.94,0.0,133,66
SKU-0037,ST-029,store,21,212.84,0.0,9,4
SKU-0037,ST-030,store,15,154.53,0.0,11,6
SKU-0037,ST-031,store,177,13.17,0.059,142,71
SKU-0037,ST-032,store,18,180.27,0.0,7,4
SKU-0037,ST-033,store,347,27.39,0.0,133,66
SKU-0037,ST-034,store,6,60.98,0.0,5,3
SKU-0037,ST-035,store,13,130.09,0.0,9,5
SKU-0037,ST-036,store,191,14.19,0.0,142,71
SKU-0037,ST-037,store,13,128.44,0.0,10,5
SKU-0037,ST-038,store,307,24.21,0.0,133,66
SKU-0037,ST-039,store,14,142.36,0.0,11,6
SKU-0037,ST-040,store,17,171.72,0.0,8,4
SKU-0037,ST-041,store,268,19.86,0.0,142,71
SKU-0037,ST-042,store,12,124.51,0.0,11,6
SKU-0037,ST-043,store,353,27.91,0.0,133,66
SKU-0037,ST-044,store,11,109.07,0.0,8,4
SKU-0037,ST-045,store,18,183.27,0.0,9,4
SKU-0037,ST-046,store,143,10.59,0.244,142,71
SKU-0037,ST-047,store,12,117.82,0.0,11,5
SKU-0037,ST-048,store,181,14.26,0.0,133,66
SKU-0037,ST-049,store,19,191.61,0.0,8,4
SKU-0037,ST-050,store,18,178.05,0.0,9,4
SKU-0038,DC-001,DC,438,313.51,0.0,196,98
SKU-0038,DC-002,DC,45,454.06,0.0,20,10
SKU-0038,DC-003,DC,43,429.07,0.0,20,10
SKU-0038,DC-004,DC,38,383.33,0.0,20,10
SKU-0038,DC-005,DC,672,286.19,0.0,329,164
SKU-0038,DC-006,DC,551,394.41,0.0,196,98
SKU-0038,DC-007,DC,41,414.88,0.0,20,10
SKU-0038,DC-008,DC,53,528.27,0.0,20,10
SKU-0038,DC-009,DC,48,483.76,0.0,20,10
SKU-0038,DC-010,DC,604,257.04,0.0,329,164
SKU-0038,ST-001,store,18,13.19,0.058,15,7
SKU-0038,ST-002,store,7,74.98,0.0,4,2
SKU-0038,ST-003,store,7,69.23,0.0,5,2
SKU-0038,ST-004,store,19,191.23,0.0,11,5
SKU-0038,ST-005,store,38,16.32,0.0,25,12
SKU-0038,ST-006,store,19,13.74,0.019,15,7
SKU-0038,ST-007,store,10,99.79,0.0,7,3
SKU-0038,ST-008,store,8,81.97,0.0,3,2
SKU-0038,ST-009,store,19,193.57,0.0,8,4
SKU-0038,ST-010,store,55,23.46,0.0,25,12
SKU-0038,ST-011,store,15,10.76,0.231,15,7
SKU-0038,ST-012,store,11,109.57,0.0,9,4
SKU-0038,ST-013,store,4,38.34,0.0,4,2
SKU-0038,ST-014,store,21,206.84,0.0,11,5
SKU-0038,ST-015,store,56,24.02,0.0,25,12
SKU-0038,ST-016,store,30,21.67,0.0,15,7
SKU-0038,ST-017,store,9,85.52,0.0,4,2
SKU-0038,ST-018,store,4,43.58,0.0,4,2
SKU-0038,ST-019,store,7,70.72,0.0,6,3
SKU-0038,ST-020,store,54,22.85,0.0,25,12
SKU-0038,ST-021,store,29,21.1,0.0,15,7
SKU-0038,ST-022,store,23,229.75,0.0,9,5
SKU-0038,ST-023,store,12,121.06,0.0,6,3
SKU-0038,ST-024,store,8,78.55,0.0,6,3
SKU-0038,ST-025,store,59,25.22,0.0,25,12
SKU-0038,ST-026,store,29,20.52,0.0,15,7
SKU-0038,ST-027,store,12,123.14,0.0,9,4
SKU-0038,ST-028,store,19,193.28,0.0,10,5
SKU-0038,ST-029,store,6,55.62,0.0,4,2
SKU-0038,ST-030,store,43,18.45,0.0,25,12
SKU-0038,ST-031,store,23,16.35,0.0,15,7
SKU-0038,ST-032,store,6,62.12,0.0,4,2
SKU-0038,ST-033,store,4,40.94,0.0,3,2
SKU-0038,ST-034,store,17,166.23,0.0,9,4
SKU-0038,ST-035,store,40,17.07,0.0,25,12
SKU-0038,ST-036,store,38,27.3,0.0,15,7
SKU-0038,ST-037,store,7,70.54,0.0,3,2
SKU-0038,ST-038,store,16,160.5,0.0,9,4
SKU-0038,ST-039,store,10,98.88,0.0,5,3
SKU-0038,ST-040,store,44,18.73,0.0,25,12
SKU-0038,ST-041,store,18,13.05,0.068,15,7
SKU-0038,ST-042,store,9,88.68,0.0,5,3
SKU-0038,ST-043,store,8,77.24,0.0,6,3
SKU-0038,ST-044,store,10,102.2,0.0,5,3
SKU-0038,ST-045,store,54,22.82,0.0,25,12
SKU-0038,ST-046,store,33,23.65,0.0,15,7
SKU-0038,ST-047,store,9,85.77,0.0,8,4
SKU-0038,ST-048,store,11,112.44,0.0,5,3
SKU-0038,ST-049,store,12,118.47,0.0,6,3
SKU-0038,ST-050,store,51,21.83,0.0,25,12
SKU-0042,DC-001,DC,45,454.77,0.0,20,10
SKU-0042,DC-002,DC,39,392.52,0.0,20,10
SKU-0042,DC-003,DC,32,323.95,0.0,20,10
SKU-0042,DC-004,DC,1545,363.18,0.0,596,298
SKU-0042,DC-005,DC,37,374.18,0.0,20,10
SKU-0042,DC-006,DC,38,384.92,0.0,20,10
SKU-0042,DC-007,DC,34,336.75,0.0,20,10
SKU-0042,DC-008,DC,52,518.33,0.0,20,10
SKU-0042,DC-009,DC,1751,411.53,0.0,596,298
SKU-0042,DC-010,DC,44,444.59,0.0,20,10
SKU-0042,ST-001,store,12,116.42,0.0,6,3
SKU-0042,ST-002,store,10,98.77,0.0,7,3
SKU-0042,ST-003,store,30,300.46,0.0,12,6
SKU-0042,ST-004,store,91,21.45,0.0,45,22
SKU-0042,ST-005,store,5,51.41,0.0,3,2
SKU-0042,ST-006,store,9,94.47,0.0,5,2
SKU-0042,ST-007,store,11,111.74,0.0,7,3
SKU-0042,ST-008,store,28,283.42,0.0,11,6
SKU-0042,ST-009,store,65,15.25,0.0,45,22
SKU-0042,ST-010,store,21,210.39,0.0,9,4
SKU-0042,ST-011,store,26,260.72,0.0,12,6
SKU-0042,ST-012,store,8,83.07,0.0,4,2
SKU-0042,ST-013,store,11,109.96,0.0,7,4
SKU-0042,ST-014,store,111,26.1,0.0,45,22
SKU-0042,ST-015,store,22,220.58,0.0,9,4
SKU-0042,ST-016,store,8,83.15,0.0,4,2
SKU-0042,ST-017,store,12,124.37,0.0,8,4
SKU-0042,ST-018,store,25,253.58,0.0,11,5
SKU-0042,ST-019,store,87,20.45,0.0,45,22
SKU-0042,ST-020,store,27,273.73,0.0,12,6
SKU-0042,ST-021,store,8,78.62,0.0,7,4
SKU-0042,ST-022,store,15,146.04,0.0,8,4
SKU-0042,ST-023,store,9,88.6,0.0,8,4
SKU-0042,ST-024,store,106,24.91,0.0,45,22
SKU-0042,ST-025,store,23,231.38,0.0,10,5
SKU-0042,ST-026,store,13,130.53,0.0,10,5
SKU-0042,ST-027,store,17,172.13,0.0,8,4
SKU-0042,ST-028,store,16,160.34,0.0,9,4
SKU-0042,ST-029,store,71,16.71,0.0,45,22
SKU-0042,ST-030,store,10,95.48,0.0,9,4
SKU-0042,ST-031,store,6,56.18,0.0,3,2
SKU-0042,ST-032,store,12,122.24,0.0,8,4
SKU-0042,ST-033,store,23,232.94,0.0,9,5
SKU-0042,ST-034,store,54,12.74,0.09,45,22
SKU-0042,ST-035,store,19,186.9,0.0,7,4
SKU-0042,ST-036,store,21,210.78,0.0,12,6
SKU-0042,ST-037,store,13,131.16,0.0,10,5
SKU-0042,ST-038,store,27,268.98,0.0,10,5
SKU-0042,ST-039,store,69,16.31,0.0,45,22
SKU-0042,ST-040,store,6,61.18,0.0,5,3
SKU-0042,ST-041,store,11,108.48,0.0,7,4
SKU-0042,ST-042,store,14,139.55,0.0,7,4
SKU-0042,ST-043,store,27,266.05,0.0,11,5
SKU-0042,ST-044,store,77,18.16,0.0,45,22
SKU-0042,ST-045,store,19,189.78,0.0,10,5
SKU-0042,ST-046,store,21,206.68,0.0,10,5
SKU-0042,ST-047,store,13,132.96,0.0,10,5
SKU-0042,ST-048,store,14,139.72,0.0,10,5
SKU-0042,ST-049,store,96,22.54,0.0,45,22
SKU-0042,ST-050,store,23,229.78,0.0,12,6
SKU-0060,DC-001,DC,7247,395.97,0.0,2562,1281
SKU-0060,DC-002,DC,5360,380.26,0.0,1973,987
SKU-0060,DC-003,DC,4072,357.25,0.0,1596,798
SKU-0060,DC-004,DC,32,322.41,0.0,20,10
SKU-0060,DC-005,DC,31,307.24,0.0,20,10
SKU-0060,DC-006,DC,7327,400.36,0.0,2562,1281
SKU-0060,DC-007,DC,5024,356.43,0.0,1973,987
SKU-0060,DC-008,DC,3704,324.96,0.0,1596,798
SKU-0060,DC-009,DC,30,300.83,0.0,20,10
SKU-0060,DC-010,DC,34,337.27,0.0,20,10
SKU-0060,ST-001,store,413,22.57,0.0,192,96
SKU-0060,ST-002,store,206,14.61,0.0,148,74
SKU-0060,ST-003,store,191,16.74,0.0,120,60
SKU-0060,ST-004,store,16,161.23,0.0,10,5
SKU-0060,ST-005,store,9,85.6,0.0,8,4
SKU-0060,ST-006,store,351,19.18,0.0,192,96
SKU-0060,ST-007,store,325,23.04,0.0,148,74
SKU-0060,ST-008,store,165,14.51,0.0,120,60
SKU-0060,ST-009,store,16,162.67,0.0,8,4
SKU-0060,ST-010,store,17,165.65,0.0,10,5
SKU-0060,ST-011,store,479,26.15,0.0,192,96
SKU-0060,ST-012,store,264,18.73,0.0,148,74
SKU-0060,ST-013,store,126,11.07,0.209,120,60
SKU-0060,ST-014,store,9,93.02,0.0,4,2
SKU-0060,ST-015,store,9,85.89,0.0,4,2
SKU-0060,ST-016,store,508,27.76,0.0,192,96
SKU-0060,ST-017,store,354,25.14,0.0,148,74
SKU-0060,ST-018,store,201,17.6,0.0,120,60
SKU-0060,ST-019,store,6,64.61,0.0,5,3
SKU-0060,ST-020,store,11,114.63,0.0,6,3
SKU-0060,ST-021,store,344,18.81,0.0,192,96
SKU-0060,ST-022,store,301,21.33,0.0,148,74
SKU-0060,ST-023,store,278,24.36,0.0,120,60
SKU-0060,ST-024,store,7,69.78,0.0,4,2
SKU-0060,ST-025,store,24,240.79,0.0,10,5
SKU-0060,ST-026,store,461,25.18,0.0,192,96
SKU-0060,ST-027,store,387,27.46,0.0,148,74
SKU-0060,ST-028,store,279,24.46,0.0,120,60
SKU-0060,ST-029,store,30,300.72,0.0,12,6
SKU-0060,ST-030,store,19,193.59,0.0,9,4
SKU-0060,ST-031,store,291,15.9,0.0,192,96
SKU-0060,ST-032,store,370,26.23,0.0,148,74
SKU-0060,ST-033,store,259,22.74,0.0,120,60
SKU-0060,ST-034,store,15,149.68,0.0,11,6
SKU-0060,ST-035,store,7,72.1,0.0,6,3
SKU-0060,ST-036,store,491,26.82,0.0,192,96
SKU-0060,ST-037,store,348,24.69,0.0,148,74
SKU-0060,ST-038,store,272,23.85,0.0,120,60
SKU-0060,ST-039,store,7,70.62,0.0,7,3
SKU-0060,ST-040,store,19,192.36,0.0,12,6
SKU-0060,ST-041,store,272,14.84,0.0,192,96
SKU-0060,ST-042,store,359,25.45,0.0,148,74
SKU-0060,ST-043,store,161,14.1,0.0,120,60
SKU-0060,ST-044,store,8,81.11,0.0,5,2
SKU-0060,ST-045,store,18,176.4,0.0,7,4
SKU-0060,ST-046,store,511,27.93,0.0,192,96
SKU-0060,ST-047,store,212,15.04,0.0,148,74
SKU-0060,ST-048,store,160,14.01,0.0,120,60
SKU-0060,ST-049,store,13,125.23,0.0,7,4
SKU-0060,ST-050,store,12,120.85,0.0,10,5
SKU-0062,DC-001,DC,35,348.14,0.0,20,10
SKU-0062,DC-002,DC,36,361.3,0.0,20,10
SKU-0062,DC-003,DC,32,324.77,0.0,20,10
SKU-0062,DC-004,DC,32,319.43,0.0,20,10
SKU-0062,DC-005,DC,461,318.16,0.0,203,101
SKU-0062,DC-006,DC,57,567.0,0.0,20,10
SKU-0062,DC-007,DC,55,546.75,0.0,20,10
SKU-0062,DC-008,DC,36,357.85,0.0,20,10
SKU-0062,DC-009,DC,34,343.18,0.0,20,10
SKU-0062,DC-010,DC,491,338.53,0.0,203,101
SKU-0062,ST-001,store,11,109.89,0.0,6,3
SKU-0062,ST-002,store,24,236.08,0.0,9,5
SKU-0062,ST-003,store,5,52.26,0.0,5,2
SKU-0062,ST-004,store,10,97.09,0.0,5,3
SKU-0062,ST-005,store,18,12.07,0.138,15,8
SKU-0062,ST-006,store,9,89.76,0.0,6,3
SKU-0062,ST-007,store,11,105.03,0.0,4,2
SKU-0062,ST-008,store,21,212.51,0.0,11,5
SKU-0062,ST-009,store,16,161.71,0.0,11,5
SKU-0062,ST-010,store,37,25.28,0.0,15,8
SKU-0062,ST-011,store,13,126.48,0.0,9,5
SKU-0062,ST-012,store,17,167.97,0.0,9,5
SKU-0062,ST-013,store,19,190.59,0.0,7,4
SKU-0062,ST-014,store,16,164.51,0.0,7,3
SKU-0062,ST-015,store,36,25.0,0.0,15,8
SKU-0062,ST-016,store,16,155.96,0.0,7,3
SKU-0062,ST-017,store,7,74.01,0.0,4,2
SKU-0062,ST-018,store,5,47.29,0.0,4,2
SKU-0062,ST-019,store,7,71.7,0.0,6,3
SKU-0062,ST-020,store,38,26.1,0.0,15,8
SKU-0062,ST-021,store,11,109.59,0.0,11,5
SKU-0062,ST-022,store,10,100.04,0.0,4,2
SKU-0062,ST-023,store,8,78.52,0.0,3,2
SKU-0062,ST-024,store,16,156.91,0.0,8,4
SKU-0062,ST-025,store,16,11.11,0.206,15,8
SKU-0062,ST-026,store,15,150.0,0.0,6,3
SKU-0062,ST-027,store,15,148.32,0.0,6,3
SKU-0062,ST-028,store,18,183.03,0.0,8,4
SKU-0062,ST-029,store,18,178.07,0.0,10,5
SKU-0062,ST-030,store,36,25.11,0.0,15,8
SKU-0062,ST-031,store,28,280.21,0.0,11,5
SKU-0062,ST-032,store,9,86.43,0.0,4,2
SKU-0062,ST-033,store,19,194.95,0.0,9,4
SKU-0062,ST-034,store,12,120.8,0.0,11,6
SKU-0062,ST-035,store,34,23.72,0.0,15,8
SKU-0062,ST-036,store,13,127.9,0.0,6,3
SKU-0062,ST-037,store,8,76.06,0.0,5,3
SKU-0062,ST-038,store,14,137.98,0.0,9,4
SKU-0062,ST-039,store,6,60.2,0.0,6,3
SKU-0062,ST-040,store,19,13.18,0.059,15,8
SKU-0062,ST-041,store,14,142.13,0.0,8,4
SKU-0062,ST-042,store,5,51.73,0.0,3,2
SKU-0062,ST-043,store,9,86.94,0.0,6,3
SKU-0062,ST-044,store,5,45.7,0.0,4,2
SKU-0062,ST-045,store,31,21.51,0.0,15,8
SKU-0062,ST-046,store,14,137.46,0.0,10,5
SKU-0062,ST-047,store,15,148.14,0.0,6,3
SKU-0062,ST-048,store,23,227.44,0.0,12,6
SKU-0062,ST-049,store,17,174.33,0.0,7,3
SKU-0062,ST-050,store,17,11.52,0.177,15,8
SKU-0065,DC-001,DC,39,388.65,0.0,20,10
SKU-0065,DC-002,DC,46,457.61,0.0,20,10
SKU-0065,DC-003,DC,37,373.99,0.0,20,10
SKU-0065,DC-004,DC,58,576.97,0.0,20,10
SKU-0065,DC-005,DC,46,457.75,0.0,20,10
SKU-0065,DC-006,DC,57,567.05,0.0,20,10
SKU-0065,DC-007,DC,40,399.16,0.0,20,10
SKU-0065,DC-008,DC,35,349.64,0.0,20,10
SKU-0065,DC-009,DC,57,574.8,0.0,20,10
SKU-0065,DC-010,DC,44,443.53,0.0,20,10
SKU-0065,ST-001,store,15,154.67,0.0,10,5
SKU-0065,ST-002,store,8,81.92,0.0,4,2
