sku_id,store_id,week_start,region,units_sold,wow_delta_pct,zscore,is_anomaly
SKU-0008,ST-017,2025-05-26,South,7,16.67,-0.772,False
SKU-0008,ST-017,2025-06-02,South,6,-14.29,-1.323,False
SKU-0008,ST-017,2025-06-09,South,7,16.67,-0.354,False
SKU-0008,ST-017,2025-06-16,South,6,-14.29,-1.061,False
SKU-0008,ST-017,2025-06-23,South,8,33.33,0.935,False
SKU-0008,ST-017,2025-06-30,South,6,-25.0,-1.049,False
SKU-0008,ST-017,2025-07-07,South,6,0.0,-0.846,False
SKU-0008,ST-017,2025-07-14,South,6,0.0,-0.661,False
SKU-0008,ST-017,2025-07-21,South,5,-16.67,-1.984,False
SKU-0008,ST-017,2025-07-28,South,6,20.0,-0.282,False
SKU-0008,ST-017,2025-08-04,South,6,0.0,-0.282,False
SKU-0008,ST-017,2025-08-11,South,7,16.67,1.049,False
SKU-0008,ST-017,2025-08-18,South,5,-28.57,-1.41,False
SKU-0008,ST-017,2025-08-25,South,5,0.0,-1.365,False
SKU-0008,ST-017,2025-09-01,South,4,-20.0,-2.475,True
SKU-0008,ST-017,2025-09-08,South,4,0.0,-1.62,False
SKU-0008,ST-017,2025-09-15,South,5,25.0,-0.242,False
SKU-0008,ST-017,2025-09-22,South,5,0.0,-0.242,False
SKU-0008,ST-017,2025-09-29,South,4,-20.0,-1.135,False
SKU-0008,ST-017,2025-10-06,South,5,25.0,0.126,False
SKU-0008,ST-017,2025-10-13,South,6,20.0,2.657,True
SKU-0008,ST-017,2025-10-20,South,5,-16.67,0.354,False
SKU-0008,ST-017,2025-10-27,South,5,0.0,0.354,False
SKU-0008,ST-017,2025-11-03,South,6,20.0,1.755,False
SKU-0008,ST-017,2025-11-10,South,6,0.0,1.365,False
SKU-0008,ST-017,2025-11-17,South,6,0.0,1.061,False
SKU-0008,ST-017,2025-11-24,South,5,-16.67,-0.504,False
SKU-0008,ST-017,2025-12-01,South,8,60.0,4.677,True
SKU-0008,ST-017,2025-12-08,South,6,-25.0,0.126,False
SKU-0008,ST-017,2025-12-15,South,7,16.67,1.135,False
SKU-0008,ST-017,2025-12-22,South,6,-14.29,-0.126,False
SKU-0008,ST-017,2025-12-29,South,8,33.33,1.974,False
SKU-0008,ST-017,2026-01-05,South,8,0.0,1.403,False
SKU-0008,ST-017,2026-01-12,South,7,-12.5,0.215,False
SKU-0008,ST-017,2026-01-19,South,9,28.57,1.887,False
SKU-0008,ST-017,2026-01-26,South,8,-11.11,0.589,False
SKU-0008,ST-017,2026-02-02,South,7,-12.5,-0.354,False
SKU-0008,ST-017,2026-02-09,South,7,0.0,-0.54,False
SKU-0008,ST-017,2026-02-16,South,8,14.29,0.54,False
SKU-0008,ST-017,2026-02-23,South,8,0.0,0.354,False
SKU-0008,ST-017,2026-03-02,South,9,12.5,1.768,False
SKU-0008,ST-017,2026-03-09,South,8,-11.11,0.15,False
SKU-0008,ST-017,2026-03-16,South,8,0.0,0.0,False
SKU-0008,ST-017,2026-03-23,South,8,0.0,0.195,False
SKU-0008,ST-017,2026-03-30,South,8,0.0,0.195,False
SKU-0008,ST-017,2026-04-06,South,8,0.0,0.0,False
SKU-0008,ST-017,2026-04-13,South,11,37.5,8.132,True
SKU-0008,ST-017,2026-04-20,South,12,9.09,3.274,True
SKU-0008,ST-017,2026-04-27,South,8,-33.33,-0.624,False
SKU-0008,ST-017,2026-05-04,South,10,25.0,0.685,False
SKU-0008,ST-017,2026-05-11,South,8,-20.0,-0.685,False
SKU-0008,ST-038,2024-05-20,East,15,0.0,0.0,False
SKU-0008,ST-038,2024-05-27,East,14,-6.67,0.0,False
SKU-0008,ST-038,2024-06-03,East,12,-14.29,0.0,False
SKU-0008,ST-038,2024-06-10,East,13,8.33,0.0,False
SKU-0008,ST-038,2024-06-17,East,11,-15.38,-1.936,False
SKU-0008,ST-038,2024-06-24,East,11,0.0,-1.265,False
SKU-0008,ST-038,2024-07-01,East,12,9.09,-0.408,False
SKU-0008,ST-038,2024-07-08,East,8,-33.33,-3.024,True
SKU-0008,ST-038,2024-07-15,East,9,12.5,-1.403,False
SKU-0008,ST-038,2024-07-22,East,9,0.0,-1.135,False
SKU-0008,ST-038,2024-07-29,East,9,0.0,-0.919,False
SKU-0008,ST-038,2024-08-05,East,9,0.0,-0.713,False
SKU-0008,ST-038,2024-08-12,East,8,-11.11,-1.26,False
SKU-0008,ST-038,2024-08-19,East,8,0.0,-0.977,False
SKU-0008,ST-038,2024-08-26,East,7,-12.5,-1.528,False
SKU-0008,ST-038,2024-09-02,East,12,71.43,4.872,True
SKU-0008,ST-038,2024-09-09,East,17,41.67,5.574,True
SKU-0008,ST-038,2024-09-16,East,12,-29.41,0.659,False
SKU-0008,ST-038,2024-09-23,East,13,8.33,0.837,False
SKU-0008,ST-038,2024-09-30,East,8,-38.46,-0.816,False
SKU-0008,ST-038,2024-10-07,East,12,50.0,0.397,False
SKU-0008,ST-038,2024-10-14,East,9,-25.0,-0.641,False
SKU-0008,ST-038,2024-10-21,East,10,11.11,-0.391,False
SKU-0008,ST-038,2024-10-28,East,10,0.0,-0.586,False
SKU-0008,ST-038,2024-11-04,East,8,-20.0,-1.195,False
SKU-0008,ST-038,2024-11-11,East,10,25.0,-0.131,False
SKU-0008,ST-038,2024-11-18,East,10,0.0,0.0,False
SKU-0008,ST-038,2024-11-25,East,13,30.0,2.591,True
SKU-0008,ST-038,2024-12-02,East,12,-7.69,1.107,False
SKU-0008,ST-038,2024-12-09,East,13,8.33,1.739,False
SKU-0008,ST-038,2024-12-16,East,11,-15.38,0.143,False
SKU-0008,ST-038,2024-12-23,East,11,0.0,0.072,False
SKU-0008,ST-038,2024-12-30,East,11,0.0,0.0,False
SKU-0008,ST-038,2025-01-06,East,13,18.18,1.368,False
SKU-0008,ST-038,2025-01-13,East,14,7.69,1.931,False
SKU-0008,ST-038,2025-01-20,East,16,14.29,3.219,True
SKU-0008,ST-038,2025-01-27,East,15,-6.25,1.344,False
SKU-0008,ST-038,2025-02-03,East,16,6.67,1.557,False
SKU-0008,ST-038,2025-02-10,East,16,0.0,1.193,False
SKU-0008,ST-038,2025-02-17,East,21,31.25,3.274,True
SKU-0008,ST-038,2025-02-24,East,17,-19.05,0.6,False
SKU-0008,ST-038,2025-03-03,East,19,11.76,1.255,False
SKU-0008,ST-038,2025-03-10,East,19,0.0,0.999,False
SKU-0008,ST-038,2025-03-17,East,16,-15.79,-0.666,False
SKU-0008,ST-038,2025-03-24,East,14,-12.5,-1.634,False
SKU-0008,ST-038,2025-03-31,East,15,7.14,-0.999,False
SKU-0008,ST-038,2025-04-07,East,16,6.67,-0.477,False
SKU-0008,ST-038,2025-04-14,East,13,-18.75,-1.75,False
SKU-0008,ST-038,2025-04-21,East,16,23.08,-0.058,False
SKU-0008,ST-038,2025-04-28,East,16,0.0,0.0,False
SKU-0008,ST-038,2025-05-05,East,13,-18.75,-1.485,False
SKU-0008,ST-038,2025-05-12,East,14,7.69,-0.645,False
SKU-0008,ST-038,2025-05-19,East,14,0.0,-0.48,False
SKU-0008,ST-038,2025-05-26,East,13,-7.14,-1.248,False
SKU-0008,ST-038,2025-06-02,East,13,0.0,-0.977,False
SKU-0008,ST-038,2025-06-09,East,13,0.0,-0.764,False
SKU-0008,ST-038,2025-06-16,East,11,-15.38,-2.291,True
SKU-0008,ST-038,2025-06-23,East,11,0.0,-1.687,False
SKU-0008,ST-038,2025-06-30,East,11,0.0,-1.502,False
SKU-0008,ST-038,2025-07-07,East,10,-9.09,-1.909,False
SKU-0008,ST-038,2025-07-14,East,10,0.0,-1.414,False
SKU-0008,ST-038,2025-07-21,East,9,-10.0,-1.909,False
SKU-0008,ST-038,2025-07-28,East,9,0.0,-1.414,False
SKU-0008,ST-038,2025-08-04,East,7,-22.22,-2.673,True
SKU-0008,ST-038,2025-08-11,East,10,42.86,0.18,False
SKU-0008,ST-038,2025-08-18,East,7,-30.0,-2.015,True
SKU-0008,ST-038,2025-08-25,East,12,71.43,1.972,False
SKU-0008,ST-038,2025-09-01,East,9,-25.0,-0.15,False
SKU-0008,ST-038,2025-09-08,East,9,0.0,-0.076,False
SKU-0008,ST-038,2025-09-15,East,9,0.0,0.0,False
SKU-0008,ST-038,2025-09-22,East,9,0.0,0.0,False
SKU-0008,ST-038,2025-09-29,East,8,-11.11,-0.624,False
SKU-0008,ST-038,2025-10-06,East,8,0.0,-0.772,False
SKU-0008,ST-038,2025-10-13,East,7,-12.5,-1.286,False
SKU-0008,ST-038,2025-10-20,East,9,28.57,0.086,False
SKU-0008,ST-038,2025-10-27,East,10,11.11,1.984,False
SKU-0008,ST-038,2025-11-03,East,8,-20.0,-0.682,False
SKU-0008,ST-038,2025-11-10,East,10,25.0,1.62,False
SKU-0008,ST-038,2025-11-17,East,7,-30.0,-1.532,False
SKU-0008,ST-038,2025-11-24,East,10,42.86,1.368,False
SKU-0008,ST-038,2025-12-01,East,11,10.0,1.823,False
SKU-0008,ST-038,2025-12-08,East,11,0.0,1.323,False
SKU-0008,ST-038,2025-12-15,East,12,9.09,1.768,False
SKU-0008,ST-038,2025-12-22,East,13,8.33,1.903,False
SKU-0008,ST-038,2025-12-29,East,14,7.69,1.892,False
SKU-0008,ST-038,2026-01-05,East,15,7.14,1.871,False
SKU-0008,ST-038,2026-01-12,East,14,-6.67,0.949,False
SKU-0008,ST-038,2026-01-19,East,14,0.0,0.846,False
SKU-0008,ST-038,2026-01-26,East,19,35.71,3.969,True
SKU-0008,ST-038,2026-02-02,East,17,-10.53,1.255,False
SKU-0008,ST-038,2026-02-09,East,18,5.88,1.443,False
SKU-0008,ST-038,2026-02-16,East,15,-16.67,-0.227,False
SKU-0008,ST-038,2026-02-23,East,17,13.33,0.631,False
SKU-0008,ST-038,2026-03-02,East,15,-11.76,-0.597,False
SKU-0008,ST-038,2026-03-09,East,14,-6.67,-1.127,False
SKU-0008,ST-038,2026-03-16,East,16,14.29,-0.066,False
SKU-0008,ST-038,2026-03-23,East,15,-6.25,-0.816,False
SKU-0008,ST-038,2026-03-30,East,17,13.33,0.83,False
SKU-0008,ST-038,2026-04-06,East,16,-5.88,0.092,False
SKU-0008,ST-038,2026-04-13,East,12,-25.0,-3.418,True
SKU-0008,ST-038,2026-04-20,East,13,8.33,-1.348,False
SKU-0008,ST-038,2026-04-27,East,13,0.0,-1.049,False
SKU-0008,ST-038,2026-05-04,East,13,0.0,-0.846,False
SKU-0008,ST-038,2026-05-11,East,12,-7.69,-1.286,False
SKU-0025,ST-002,2024-05-20,South,34,0.0,0.0,False
SKU-0025,ST-002,2024-05-27,South,34,0.0,0.0,False
SKU-0025,ST-002,2024-06-03,South,35,2.94,0.0,False
SKU-0025,ST-002,2024-06-10,South,29,-17.14,0.0,False
SKU-0025,ST-002,2024-06-17,South,27,-6.9,-2.216,True
SKU-0025,ST-002,2024-06-24,South,29,7.41,-0.786,False
SKU-0025,ST-002,2024-07-01,South,22,-24.14,-2.756,True
SKU-0025,ST-002,2024-07-08,South,24,9.09,-1.279,False
SKU-0025,ST-002,2024-07-15,South,30,25.0,0.155,False
SKU-0025,ST-002,2024-07-22,South,23,-23.33,-1.288,False
SKU-0025,ST-002,2024-07-29,South,19,-17.39,-1.944,False
SKU-0025,ST-002,2024-08-05,South,23,21.05,-0.599,False
SKU-0025,ST-002,2024-08-12,South,19,-17.39,-1.504,False
SKU-0025,ST-002,2024-08-19,South,17,-10.53,-1.628,False
SKU-0025,ST-002,2024-08-26,South,30,76.47,1.961,False
SKU-0025,ST-002,2024-09-02,South,31,3.33,1.613,False
SKU-0025,ST-002,2024-09-09,South,20,-35.48,-0.71,False
SKU-0025,ST-002,2024-09-16,South,22,10.0,-0.144,False
SKU-0025,ST-002,2024-09-23,South,23,4.55,0.072,False
SKU-0025,ST-002,2024-09-30,South,27,17.39,0.775,False
SKU-0025,ST-002,2024-10-07,South,19,-29.63,-0.893,False
SKU-0025,ST-002,2024-10-14,South,13,-31.58,-2.051,True
SKU-0025,ST-002,2024-10-21,South,29,123.08,0.974,False
SKU-0025,ST-002,2024-10-28,South,24,-17.24,0.17,False
SKU-0025,ST-002,2024-11-04,South,32,33.33,1.987,False
SKU-0025,ST-002,2024-11-11,South,30,-6.25,1.071,False
SKU-0025,ST-002,2024-11-18,South,22,-26.67,-0.417,False
SKU-0025,ST-002,2024-11-25,South,24,9.09,-0.079,False
SKU-0025,ST-002,2024-12-02,South,22,-8.33,-0.339,False
SKU-0025,ST-002,2024-12-09,South,20,-9.09,-0.75,False
SKU-0025,ST-002,2024-12-16,South,25,25.0,-0.086,False
SKU-0025,ST-002,2024-12-23,South,29,16.0,1.001,False
SKU-0025,ST-002,2024-12-30,South,32,10.34,1.497,False
SKU-0025,ST-002,2025-01-06,South,25,-21.88,-0.115,False
SKU-0025,ST-002,2025-01-13,South,32,28.0,1.807,False
SKU-0025,ST-002,2025-01-20,South,28,-12.5,0.421,False
SKU-0025,ST-002,2025-01-27,South,33,17.86,1.447,False
SKU-0025,ST-002,2025-02-03,South,31,-6.06,0.671,False
SKU-0025,ST-002,2025-02-10,South,31,0.0,0.514,False
SKU-0025,ST-002,2025-02-17,South,25,-19.35,-1.94,False
SKU-0025,ST-002,2025-02-24,South,36,44.0,1.989,False
SKU-0025,ST-002,2025-03-03,South,33,-8.33,0.743,False
SKU-0025,ST-002,2025-03-10,South,34,3.03,0.856,False
SKU-0025,ST-002,2025-03-17,South,37,8.82,1.606,False
SKU-0025,ST-002,2025-03-24,South,46,24.32,3.645,True
SKU-0025,ST-002,2025-03-31,South,38,-17.39,0.64,False
SKU-0025,ST-002,2025-04-07,South,36,-5.26,0.165,False
SKU-0025,ST-002,2025-04-14,South,32,-11.11,-0.622,False
SKU-0025,ST-002,2025-04-21,South,41,28.12,1.036,False
SKU-0025,ST-002,2025-04-28,South,32,-21.95,-1.111,False
SKU-0025,ST-002,2025-05-05,South,33,3.12,-0.842,False
SKU-0025,ST-002,2025-05-12,South,33,0.0,-0.798,False
SKU-0025,ST-002,2025-05-19,South,32,-3.03,-0.868,False
SKU-0025,ST-002,2025-05-26,South,29,-9.38,-1.665,False
SKU-0025,ST-002,2025-06-02,South,41,41.38,2.092,True
SKU-0025,ST-002,2025-06-09,South,31,-24.39,-0.707,False
SKU-0025,ST-002,2025-06-16,South,29,-6.45,-1.11,False
SKU-0025,ST-002,2025-06-23,South,25,-13.79,-1.984,False
SKU-0025,ST-002,2025-06-30,South,23,-8.0,-1.864,False
SKU-0025,ST-002,2025-07-07,South,22,-4.35,-1.53,False
SKU-0025,ST-002,2025-07-14,South,21,-4.55,-1.318,False
SKU-0025,ST-002,2025-07-21,South,23,9.52,-0.709,False
SKU-0025,ST-002,2025-07-28,South,22,-4.35,-0.729,False
SKU-0025,ST-002,2025-08-04,South,18,-18.18,-1.793,False
SKU-0025,ST-002,2025-08-11,South,21,16.67,-0.589,False
SKU-0025,ST-002,2025-08-18,South,20,-4.76,-0.923,False
SKU-0025,ST-002,2025-08-25,South,17,-15.0,-2.546,True
SKU-0025,ST-002,2025-09-01,South,19,11.76,-0.725,False
SKU-0025,ST-002,2025-09-08,South,18,-5.26,-1.046,False
SKU-0025,ST-002,2025-09-15,South,20,11.11,0.118,False
SKU-0025,ST-002,2025-09-22,South,18,-10.0,-0.816,False
SKU-0025,ST-002,2025-09-29,South,19,5.56,0.092,False
SKU-0025,ST-002,2025-10-06,South,17,-10.53,-1.528,False
SKU-0025,ST-002,2025-10-13,South,21,23.53,2.092,True
SKU-0025,ST-002,2025-10-20,South,20,-4.76,0.977,False
SKU-0025,ST-002,2025-10-27,South,21,5.0,1.528,False
SKU-0025,ST-002,2025-11-03,South,16,-23.81,-2.184,True
SKU-0025,ST-002,2025-11-10,South,17,6.25,-1.08,False
SKU-0025,ST-002,2025-11-17,South,20,17.65,0.715,False
SKU-0025,ST-002,2025-11-24,South,19,-5.0,0.064,False
SKU-0025,ST-002,2025-12-01,South,22,15.79,1.595,False
SKU-0025,ST-002,2025-12-08,South,28,27.27,4.106,True
SKU-0025,ST-002,2025-12-15,South,21,-25.0,0.171,False
SKU-0025,ST-002,2025-12-22,South,28,33.33,2.047,True
SKU-0025,ST-002,2025-12-29,South,42,50.0,4.549,True
SKU-0025,ST-002,2026-01-05,South,28,-33.33,0.418,False
SKU-0025,ST-002,2026-01-12,South,27,-3.57,0.133,False
SKU-0025,ST-002,2026-01-19,South,45,66.67,2.553,True
SKU-0025,ST-002,2026-01-26,South,43,-4.44,1.473,False
SKU-0025,ST-002,2026-02-02,South,49,13.95,1.786,False
SKU-0025,ST-002,2026-02-09,South,32,-34.69,-0.323,False
SKU-0025,ST-002,2026-02-16,South,29,-9.38,-0.87,False
SKU-0025,ST-002,2026-02-23,South,28,-3.45,-1.012,False
SKU-0025,ST-002,2026-03-02,South,33,17.86,-0.236,False
SKU-0025,ST-002,2026-03-09,South,33,0.0,-0.32,False
SKU-0025,ST-002,2026-03-16,South,32,-3.03,-0.565,False
SKU-0025,ST-002,2026-03-23,South,30,-6.25,-0.67,False
SKU-0025,ST-002,2026-03-30,South,37,23.33,0.566,False
SKU-0025,ST-002,2026-04-06,South,31,-16.22,-0.266,False
SKU-0025,ST-002,2026-04-13,South,43,38.71,4.026,True
SKU-0025,ST-002,2026-04-20,South,34,-20.93,0.133,False
SKU-0025,ST-002,2026-04-27,South,28,-17.65,-1.474,False
SKU-0025,ST-002,2026-05-04,South,27,-3.57,-1.386,False
SKU-0025,ST-002,2026-05-11,South,29,7.41,-0.717,False
SKU-0032,ST-004,2024-05-20,West,20,0.0,0.0,False
SKU-0032,ST-004,2024-05-27,West,20,0.0,0.0,False
SKU-0032,ST-004,2024-06-03,West,20,0.0,0.0,False
SKU-0032,ST-004,2024-06-10,West,20,0.0,0.0,False
SKU-0032,ST-004,2024-06-17,West,24,20.0,0.0,False
SKU-0032,ST-004,2024-06-24,West,18,-25.0,-1.565,False
SKU-0032,ST-004,2024-07-01,West,32,77.78,5.933,True
SKU-0032,ST-004,2024-07-08,West,19,-40.62,-0.63,False
SKU-0032,ST-004,2024-07-15,West,15,-21.05,-1.461,False
SKU-0032,ST-004,2024-07-22,West,18,20.0,-0.588,False
SKU-0032,ST-004,2024-07-29,West,17,-5.56,-0.721,False
SKU-0032,ST-004,2024-08-05,West,19,11.76,-0.256,False
SKU-0032,ST-004,2024-08-12,West,27,42.11,1.252,False
SKU-0032,ST-004,2024-08-19,West,15,-44.44,-0.973,False
SKU-0032,ST-004,2024-08-26,West,23,53.33,0.453,False
SKU-0032,ST-004,2024-09-02,West,18,-21.74,-0.275,False
SKU-0032,ST-004,2024-09-09,West,18,0.0,-0.244,False
SKU-0032,ST-004,2024-09-16,West,18,0.0,-0.36,False
SKU-0032,ST-004,2024-09-23,West,15,-16.67,-1.147,False
SKU-0032,ST-004,2024-09-30,West,15,0.0,-1.018,False
SKU-0032,ST-004,2024-10-07,West,17,13.33,-0.377,False
SKU-0032,ST-004,2024-10-14,West,13,-23.53,-1.639,False
SKU-0032,ST-004,2024-10-21,West,12,-7.69,-1.71,False
SKU-0032,ST-004,2024-10-28,West,10,-16.67,-2.421,True
SKU-0032,ST-004,2024-11-04,West,12,20.0,-0.943,False
SKU-0032,ST-004,2024-11-11,West,11,-8.33,-1.101,False
SKU-0032,ST-004,2024-11-18,West,11,0.0,-0.902,False
SKU-0032,ST-004,2024-11-25,West,10,-9.09,-1.129,False
SKU-0032,ST-004,2024-12-02,West,12,20.0,0.0,False
SKU-0032,ST-004,2024-12-09,West,10,-16.67,-1.296,False
SKU-0032,ST-004,2024-12-16,West,10,0.0,-1.08,False
SKU-0032,ST-004,2024-12-23,West,10,0.0,-0.846,False
SKU-0032,ST-004,2024-12-30,West,10,0.0,-0.846,False
SKU-0032,ST-004,2025-01-06,West,11,10.0,0.661,False
SKU-0032,ST-004,2025-01-13,West,11,0.0,0.661,False
SKU-0032,ST-004,2025-01-20,West,12,9.09,1.984,False
SKU-0032,ST-004,2025-01-27,West,13,8.33,2.538,True
SKU-0032,ST-004,2025-02-03,West,11,-15.38,0.111,False
SKU-0032,ST-004,2025-02-10,West,14,27.27,2.806,True
SKU-0032,ST-004,2025-02-17,West,15,7.14,2.475,True
SKU-0032,ST-004,2025-02-24,West,12,-20.0,-0.072,False
SKU-0032,ST-004,2025-03-03,West,16,33.33,2.407,True
SKU-0032,ST-004,2025-03-10,West,15,-6.25,1.08,False
SKU-0032,ST-004,2025-03-17,West,15,0.0,0.846,False
SKU-0032,ST-004,2025-03-24,West,18,20.0,2.389,True
SKU-0032,ST-004,2025-03-31,West,16,-11.11,0.681,False
SKU-0032,ST-004,2025-04-07,West,18,12.5,1.665,False
SKU-0032,ST-004,2025-04-14,West,18,0.0,1.235,False
SKU-0032,ST-004,2025-04-21,West,17,-5.56,0.483,False
SKU-0032,ST-004,2025-04-28,West,14,-17.65,-2.015,True
SKU-0032,ST-004,2025-05-05,West,23,64.29,4.146,True
SKU-0032,ST-004,2025-05-12,West,18,-21.74,0.23,False
SKU-0032,ST-004,2025-05-19,West,21,16.67,1.275,False
SKU-0032,ST-004,2025-05-26,West,20,-4.76,0.67,False
SKU-0032,ST-004,2025-06-02,West,19,-5.0,0.138,False
SKU-0032,ST-004,2025-06-09,West,20,5.26,0.461,False
SKU-0032,ST-004,2025-06-16,West,20,0.0,0.367,False
SKU-0032,ST-004,2025-06-23,West,21,5.0,0.621,False
SKU-0032,ST-004,2025-06-30,West,19,-9.52,-0.84,False
SKU-0032,ST-004,2025-07-07,West,23,21.05,3.14,True
SKU-0032,ST-004,2025-07-14,West,18,-21.74,-1.823,False
SKU-0032,ST-004,2025-07-21,West,18,0.0,-1.323,False
SKU-0032,ST-004,2025-07-28,West,19,5.56,-0.449,False
SKU-0032,ST-004,2025-08-04,West,19,0.0,-0.449,False
SKU-0032,ST-004,2025-08-11,West,17,-10.53,-1.558,False
SKU-0032,ST-004,2025-08-18,West,20,17.65,0.393,False
SKU-0032,ST-004,2025-08-25,West,16,-20.0,-1.729,False
SKU-0032,ST-004,2025-09-01,West,19,18.75,0.118,False
SKU-0032,ST-004,2025-09-08,West,14,-26.32,-3.316,True
SKU-0032,ST-004,2025-09-15,West,12,-14.29,-2.901,True
SKU-0032,ST-004,2025-09-22,West,15,25.0,-0.707,False
SKU-0032,ST-004,2025-09-29,West,13,-13.33,-1.26,False
SKU-0032,ST-004,2025-10-06,West,15,15.38,-0.266,False
SKU-0032,ST-004,2025-10-13,West,15,0.0,-0.18,False
SKU-0032,ST-004,2025-10-20,West,12,-20.0,-1.369,False
SKU-0032,ST-004,2025-10-27,West,17,41.67,1.16,False
SKU-0032,ST-004,2025-11-03,West,12,-29.41,-1.231,False
SKU-0032,ST-004,2025-11-10,West,13,8.33,-0.464,False
SKU-0032,ST-004,2025-11-17,West,11,-15.38,-1.692,False
SKU-0032,ST-004,2025-11-24,West,8,-27.27,-2.75,True
SKU-0032,ST-004,2025-12-01,West,18,125.0,1.83,False
SKU-0032,ST-004,2025-12-08,West,17,-5.56,1.142,False
SKU-0032,ST-004,2025-12-15,West,11,-35.29,-0.713,False
SKU-0032,ST-004,2025-12-22,West,11,0.0,-0.663,False
SKU-0032,ST-004,2025-12-29,West,11,0.0,-0.487,False
SKU-0032,ST-004,2026-01-05,West,12,9.09,-0.148,False
SKU-0032,ST-004,2026-01-12,West,11,-8.33,-0.407,False
SKU-0032,ST-004,2026-01-19,West,14,27.27,0.481,False
SKU-0032,ST-004,2026-01-26,West,11,-21.43,-0.733,False
SKU-0032,ST-004,2026-02-02,West,14,27.27,0.8,False
SKU-0032,ST-004,2026-02-09,West,13,-7.14,0.83,False
SKU-0032,ST-004,2026-02-16,West,12,-7.69,-0.092,False
SKU-0032,ST-004,2026-02-23,West,13,8.33,0.585,False
SKU-0032,ST-004,2026-03-02,West,15,15.38,2.092,True
SKU-0032,ST-004,2026-03-09,West,13,-13.33,0.086,False
SKU-0032,ST-004,2026-03-16,West,16,23.08,2.307,True
SKU-0032,ST-004,2026-03-23,West,13,-18.75,-0.235,False
SKU-0032,ST-004,2026-03-30,West,17,30.77,2.591,True
